Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
11.844	0	0	84	LastDelay	0.000707144	707.144	1	1
11.844	0	0	84	FullDelay	7.07654	7.07654e+06	5	1
11.8879	0	0	228	LastDelay	0.000761144	761.144	1	1
11.8879	0	0	228	FullDelay	3.15901	3.15901e+06	3	1
11.9094	0	0	229	LastDelay	0.000707144	707.144	1	1
11.9094	0	0	229	FullDelay	3.17499	3.17499e+06	3	1
11.9747	0	0	138	LastDelay	0.000752144	752.144	1	1
11.9747	0	0	138	FullDelay	5.49307	5.49307e+06	4	1
11.9855	0	0	192	LastDelay	0.000734144	734.144	1	1
11.9855	0	0	192	FullDelay	3.72473	3.72473e+06	3	1
11.9965	0	0	231	LastDelay	0.000743144	743.144	1	1
11.9965	0	0	231	FullDelay	3.25107	3.25107e+06	3	1
12.0074	0	0	24	LastDelay	0.000743144	743.144	1	1
12.0074	0	0	24	FullDelay	9.19601	9.19601e+06	7	1
12.0407	0	0	141	LastDelay	0.000752144	752.144	1	1
12.0407	0	0	141	FullDelay	5.5261	5.5261e+06	4	1
12.0792	0	0	203	LastDelay	0.000752144	752.144	1	1
12.0792	0	0	203	FullDelay	3.67519	3.67519e+06	3	1
12.0846	0	0	199	LastDelay	0.000761144	761.144	1	1
12.0846	0	0	199	FullDelay	3.74611	3.74611e+06	3	1
12.0954	0	0	158	LastDelay	0.000761144	761.144	1	1
12.0954	0	0	158	FullDelay	5.20668	5.20668e+06	4	1
12.1282	0	0	165	LastDelay	0.000698144	698.144	1	1
12.1282	0	0	165	FullDelay	5.17379	5.17379e+06	4	1
12.3481	0	0	213	LastDelay	0.000716144	716.144	1	1
12.3481	0	0	213	FullDelay	3.72923	3.72923e+06	3	1
12.4365	0	0	270	LastDelay	0.000716144	716.144	1	1
12.4365	0	0	270	FullDelay	2.48002	2.48002e+06	2	1
12.5301	0	0	98	LastDelay	0.000752144	752.144	1	1
12.5301	0	0	98	FullDelay	7.24077	7.24077e+06	5	1
12.5573	0	0	100	LastDelay	0.000734144	734.144	1	1
12.5573	0	0	100	FullDelay	7.2462	7.2462e+06	5	1
12.6837	0	0	104	LastDelay	0.000752144	752.144	1	1
12.6837	0	0	104	FullDelay	7.235	7.235e+06	5	1
12.6948	0	0	105	LastDelay	0.000743144	743.144	1	1
12.6948	0	0	105	FullDelay	7.23512	7.23512e+06	5	1
12.7277	0	0	298	LastDelay	0.000725144	725.144	1	1
12.7277	0	0	298	FullDelay	2.30881	2.30881e+06	2	1
12.7885	0	0	109	LastDelay	0.000734144	734.144	1	1
12.7885	0	0	109	FullDelay	7.14212	7.14212e+06	5	1
12.8217	0	0	306	LastDelay	0.000725144	725.144	1	1
12.8217	0	0	306	FullDelay	2.02297	2.02297e+06	2	1
12.8491	0	0	311	LastDelay	0.000743144	743.144	1	1
12.8491	0	0	311	FullDelay	1.81452	1.81452e+06	2	1
12.8546	0	0	313	LastDelay	0.000734144	734.144	1	1
12.8546	0	0	313	FullDelay	1.79804	1.79804e+06	2	1
12.9042	0	0	340	LastDelay	0.000761144	761.144	1	1
12.9042	0	0	340	FullDelay	0.000761144	761.144	1	1
13.0475	0	0	345	LastDelay	0.000752144	752.144	1	1
13.0475	0	0	345	FullDelay	0.000752144	752.144	1	1
13.0804	0	0	243	LastDelay	0.000743144	743.144	1	1
13.0804	0	0	243	FullDelay	3.80091	3.80091e+06	3	1
13.1905	0	0	325	LastDelay	0.000752144	752.144	1	1
13.1905	0	0	325	FullDelay	1.93032	1.93032e+06	2	1
13.2013	0	0	247	LastDelay	0.000761144	761.144	1	1
13.2013	0	0	247	FullDelay	3.87196	3.87196e+06	3	1
13.2123	0	0	346	LastDelay	0.000734144	734.144	1	1
13.2123	0	0	346	FullDelay	0.000734144	734.144	1	1
13.229	0	0	187	LastDelay	0.000761144	761.144	1	1
13.229	0	0	187	FullDelay	5.28222	5.28222e+06	4	1
13.2674	0	0	352	LastDelay	0.000707144	707.144	1	1
13.2674	0	0	352	FullDelay	0.000707144	707.144	1	1
13.3666	0	0	183	LastDelay	0.000734144	734.144	1	1
13.3666	0	0	183	FullDelay	5.44204	5.44204e+06	4	1
13.3995	0	0	251	LastDelay	0.000761144	761.144	1	1
13.3995	0	0	251	FullDelay	3.99826	3.99826e+06	3	1
13.5214	0	0	3	LastDelay	0.000743144	743.144	1	1
13.5214	0	0	3	FullDelay	11.9467	1.19467e+07	13	1
13.5489	0	0	334	LastDelay	0.000734144	734.144	1	1
13.5489	0	0	334	FullDelay	1.95805	1.95805e+06	2	1
13.5597	0	0	73	LastDelay	0.000761144	761.144	1	1
13.5597	0	0	73	FullDelay	9.17668	9.17668e+06	6	1
13.6368	0	0	80	LastDelay	0.000689144	689.144	1	1
13.6368	0	0	80	FullDelay	9.2154	9.2154e+06	6	1
13.6584	0	0	338	LastDelay	0.000734144	734.144	1	1
13.6584	0	0	338	FullDelay	2.00148	2.00148e+06	2	1
13.6807	0	0	356	LastDelay	0.000761144	761.144	1	1
13.6807	0	0	356	FullDelay	0.000761144	761.144	1	1
13.7026	0	0	153	LastDelay	0.000725144	725.144	1	1
